340 0.559517
340.01 0.559405
340.02 0.559294
340.03 0.559182
340.04 0.55907
340.05 0.558958
340.06 0.558854
340.07 0.558751
340.08 0.558647
340.09 0.558544
340.1 0.558441
340.11 0.558337
340.12 0.558234
340.13 0.558131
340.14 0.558027
340.15 0.557924
340.16 0.55782
340.17 0.557798
340.18 0.557829
340.19 0.557861
340.2 0.557892
340.21 0.557924
340.22 0.557955
340.23 0.557986
340.24 0.558018
340.25 0.558049
340.26 0.558081
340.27 0.558112
340.28 0.558152
340.29 0.558229
340.3 0.558305
340.31 0.558382
340.32 0.558458
340.33 0.558534
340.34 0.558611
340.35 0.558687
340.36 0.558763
340.37 0.55884
340.38 0.558916
340.39 0.558993
340.4 0.559087
340.41 0.559183
340.42 0.55928
340.43 0.559376
340.44 0.559473
340.45 0.559569
340.46 0.559665
340.47 0.559762
340.48 0.559858
340.49 0.559955
340.5 0.560051
340.51 0.560144
340.52 0.560235
340.53 0.560326
340.54 0.560417
340.55 0.560508
340.56 0.560599
340.57 0.56069
340.58 0.560781
340.59 0.560872
340.6 0.560963
340.61 0.561054
340.62 0.561145
340.63 0.561237
340.64 0.561328
340.65 0.561419
340.66 0.561511
340.67 0.561602
340.68 0.561694
340.69 0.561785
340.7 0.561877
340.71 0.561968
340.72 0.56206
340.73 0.562152
340.74 0.562238
340.75 0.562324
340.76 0.56241
340.77 0.562496
340.78 0.562582
340.79 0.562669
340.8 0.562755
340.81 0.562841
340.82 0.562927
340.83 0.563013
340.84 0.563099
340.85 0.56318
340.86 0.563256
340.87 0.563332
340.88 0.563409
340.89 0.563485
340.9 0.563561
340.91 0.563637
340.92 0.563713
340.93 0.563789
340.94 0.563866
340.95 0.563942
340.96 0.564017
340.97 0.564089
340.98 0.56416
340.99 0.564232
341 0.564303
341.01 0.564375
341.02 0.564447
341.03 0.564518
341.04 0.56459
341.05 0.564661
341.06 0.564733
341.07 0.564804
341.08 0.564871
341.09 0.564938
341.1 0.565004
341.11 0.56507
341.12 0.565136
341.13 0.565203
341.14 0.565269
341.15 0.565335
341.16 0.565401
341.17 0.565467
341.18 0.565534
341.19 0.565598
341.2 0.565659
341.21 0.56572
341.22 0.565782
341.23 0.565843
341.24 0.565904
341.25 0.565965
341.26 0.566027
341.27 0.566088
341.28 0.566149
341.29 0.56621
341.3 0.566272
341.31 0.566328
341.32 0.566385
341.33 0.566441
341.34 0.566497
341.35 0.566554
341.36 0.56661
341.37 0.566667
341.38 0.566723
341.39 0.56678
341.4 0.566836
341.41 0.566893
341.42 0.566945
341.43 0.566997
341.44 0.567048
341.45 0.567099
341.46 0.56715
341.47 0.567202
341.48 0.567253
341.49 0.567304
341.5 0.567355
341.51 0.567407
341.52 0.567458
341.53 0.567509
341.54 0.56756
341.55 0.567612
341.56 0.567663
341.57 0.567714
341.58 0.567765
341.59 0.567817
341.6 0.567868
341.61 0.567919
341.62 0.56797
341.63 0.568021
341.64 0.568073
341.65 0.56811
341.66 0.568147
341.67 0.568183
341.68 0.568219
341.69 0.568255
341.7 0.568292
341.71 0.568328
341.72 0.568364
341.73 0.5684
341.74 0.568436
341.75 0.568473
341.76 0.568511
341.77 0.568552
341.78 0.568594
341.79 0.568635
341.8 0.568676
341.81 0.568717
341.82 0.568758
341.83 0.5688
341.84 0.568841
341.85 0.568882
341.86 0.568923
